[0, 0, 0, 1, 1, 2, 2, 3, 3, 4, 4, 5, 5, 6, 6, 7, 7]
[0, 0, 2, 2, 0, 1, 1, 3, 3, 4, 4, 5, 5, 6, 6, 7, 7]
[0, 0, 2, 2, 0, 1, 1, 3, 3, 4, 4, 5, 5, 6, 6, 7, 7]
[0, 7, 7, 0, 2, 2, 0, 1, 1, 3, 3, 4, 4, 5, 5, 6, 6]
[0, 7, 7, 0, 2, 2, 0, 1, 1, 3, 3, 4, 4, 5, 5, 6, 6]
[0, 7, 7, 0, 2, 2, 0, 1, 1, 3, 3, 4, 4, 5, 5, 6, 6]
[0, 7, 7, 0, 2, 2, 0, 1, 1, 3, 3, 4, 4, 5, 5, 6, 6]
[0, 7, 7, 0, 2, 2, 0, 1, 1, 3, 3, 4, 4, 5, 5, 6, 6]
[0, 7, 7, 0, 2, 2, 0, 1, 1, 3, 3, 4, 4, 5, 5, 6, 6]
[0, 7, 7, 0, 2, 2, 0, 1, 1, 3, 3, 4, 4, 5, 5, 6, 6]
[7, 7, 0, 0, 2, 2, 0, 1, 1, 3, 3, 4, 4, 5, 5, 6, 6]
[7, 7, 0, 0, 2, 2, 0, 1, 1, 3, 3, 4, 4, 5, 5, 6, 6]
[7, 7, 0, 0, 2, 2, 0, 1, 1, 3, 3, 4, 4, 5, 5, 6, 6]
[7, 7, 0, 0, 2, 2, 0, 1, 1, 3, 3, 4, 4, 5, 5, 6, 6]
[7, 7, 0, 0, 2, 2, 0, 1, 1, 3, 3, 4, 4, 5, 5, 6, 6]
[7, 7, 0, 0, 2, 2, 0, 1, 1, 3, 3, 4, 4, 5, 5, 6, 6]
[7, 7, 0, 0, 2, 2, 0, 1, 1, 3, 3, 4, 4, 5, 5, 6, 6]
[7, 7, 0, 0, 2, 2, 0, 1, 1, 3, 3, 4, 4, 5, 5, 6, 6]
[7, 7, 0, 0, 2, 2, 0, 1, 1, 3, 3, 4, 4, 5, 5, 6, 6]
[7, 7, 0, 0, 2, 2, 0, 1, 1, 3, 3, 4, 4, 5, 5, 6, 6]
[7, 7, 0, 0, 2, 2, 0, 1, 1, 3, 3, 4, 4, 5, 5, 6, 6]
[7, 7, 0, 0, 2, 2, 0, 1, 1, 3, 3, 4, 4, 5, 5, 6, 6]
[0, 7, 7, 0, 2, 2, 0, 1, 1, 3, 3, 4, 4, 5, 5, 6, 6]
[3, 3, 0, 7, 7, 0, 2, 2, 0, 1, 1, 4, 4, 5, 5, 6, 6]
[3, 3, 0, 7, 7, 0, 2, 2, 0, 1, 1, 4, 4, 5, 5, 6, 6]
[3, 3, 0, 7, 7, 0, 2, 2, 0, 1, 1, 4, 4, 5, 5, 6, 6]
[3, 3, 0, 7, 7, 0, 2, 2, 0, 1, 1, 4, 4, 5, 5, 6, 6]
[3, 3, 0, 7, 7, 0, 2, 2, 0, 1, 1, 4, 4, 5, 5, 6, 6]
[3, 3, 0, 7, 7, 0, 2, 2, 0, 1, 1, 4, 4, 5, 5, 6, 6]
[3, 3, 0, 7, 7, 0, 2, 2, 0, 1, 1, 4, 4, 5, 5, 6, 6]
[3, 3, 0, 7, 7, 0, 2, 2, 0, 1, 1, 4, 4, 5, 5, 6, 6]
[3, 3, 0, 7, 7, 0, 2, 2, 0, 1, 1, 4, 4, 5, 5, 6, 6]
[3, 3, 0, 7, 7, 0, 2, 2, 0, 1, 1, 4, 4, 5, 5, 6, 6]
[3, 3, 0, 7, 7, 0, 2, 2, 0, 1, 1, 4, 4, 5, 5, 6, 6]
[3, 3, 0, 7, 7, 0, 2, 2, 0, 1, 1, 4, 4, 5, 5, 6, 6]
[3, 3, 0, 7, 7, 0, 2, 2, 0, 1, 1, 4, 4, 5, 5, 6, 6]
[3, 3, 0, 7, 7, 0, 2, 2, 0, 1, 1, 4, 4, 5, 5, 6, 6]
[3, 3, 0, 7, 7, 0, 2, 2, 0, 1, 1, 4, 4, 5, 5, 6, 6]
[3, 3, 0, 7, 7, 0, 2, 2, 0, 1, 1, 4, 4, 5, 5, 6, 6]
[3, 3, 0, 7, 7, 0, 2, 2, 0, 1, 1, 4, 4, 5, 5, 6, 6]
[3, 3, 0, 7, 7, 0, 2, 2, 0, 1, 1, 4, 4, 5, 5, 6, 6]
[3, 3, 0, 7, 7, 0, 2, 2, 0, 1, 1, 4, 4, 5, 5, 6, 6]
[3, 3, 0, 7, 7, 0, 2, 2, 0, 1, 1, 4, 4, 5, 5, 6, 6]
[3, 3, 0, 7, 7, 0, 2, 2, 0, 1, 1, 4, 4, 5, 5, 6, 6]
[3, 3, 0, 7, 7, 0, 2, 2, 0, 1, 1, 4, 4, 5, 5, 6, 6]
[3, 3, 0, 7, 7, 0, 2, 2, 0, 1, 1, 4, 4, 5, 5, 6, 6]
[3, 3, 0, 7, 7, 0, 2, 2, 0, 1, 1, 4, 4, 5, 5, 6, 6]
[3, 3, 0, 7, 7, 0, 2, 2, 0, 1, 1, 4, 4, 5, 5, 6, 6]
[3, 3, 0, 7, 7, 0, 2, 2, 0, 1, 1, 4, 4, 5, 5, 6, 6]
[3, 3, 0, 7, 7, 0, 2, 2, 0, 1, 1, 4, 4, 5, 5, 6, 6]
[3, 3, 0, 7, 7, 0, 2, 2, 0, 1, 1, 4, 4, 5, 5, 6, 6]
[3, 3, 0, 7, 7, 0, 2, 2, 0, 1, 1, 4, 4, 5, 5, 6, 6]
[3, 3, 0, 7, 7, 0, 2, 2, 0, 1, 1, 4, 4, 5, 5, 6, 6]
[3, 3, 0, 7, 7, 0, 2, 2, 0, 1, 1, 4, 4, 5, 5, 6, 6]
